Key,Description,JA,EN
SAY.Flowchart_1.100.運転手,,中央エリアの百貨店に寄るのはどうでしょう？,How about stopping by a shopping mall in the central area?
SAY.Flowchart_1.104.店員,,んー確かに、それもありだね...,"Yeah, that's a good idea..."
SAY.Flowchart_1.103.店員,,とりあえず南エリア歩いてみて、そのあと百貨店も覗いてみようかな。,I'll walk around the south area first and then take a look at the shopping mall.
SAY.Flowchart_1.102.店員,,中央エリアの方がいろいろ置いてそうだし。,The central area has more various things.
SAY.Flowchart_1.101.店員,,そのあと中央エリアで用事もあるしね！,"After that, I have things to do in the central area!"
SAY.Flowchart_1.106.店員,,早めに行くのもありかもな〜。,It might be a good idea to go early.
SAY.Flowchart_1.105.店員,,とりあえず、南エリアのデパートまでお願い！,"First, please go to the department store in the south area!"
SAY.Flowchart_1.97.運転手,,かしこまりました,"Yes, sir."
CHARACTER.運転手,,運転手,Driver
CHARACTER.店員,,店員,Clerk
