Key,Description,JA,EN
SAY.Flowchart_1.62.OL,,他人に言われると、すごく実感しちゃうなあ…。,I really feel it when others say it ...
SAY.Flowchart_1.61.OL,,…よし！そしたら、美味しいものでも持って謝りに行こうかな！,"... Good! Then, I'll bring something delicious and go apologize!"
SAY.Flowchart_1.60.OL,,実はこの後、中央エリアのイベントに2人でいくんだ。,"Actually, we're going to an event in the central area later."
SAY.Flowchart_1.59.OL,,喧嘩してても、そういう約束しちゃうんだよね…つい。,"Even if we quarrel, we promise to do so ...."
SAY.Flowchart_1.58.OL,,ま、早く仲直りして、イベントを楽しみたいなあ。,"Well, I hope we can make up soon and enjoy the event."
SAY.Flowchart_1.69.運転手,,どんなイベントなんですか？,What kind of event is it?
SAY.Flowchart_1.68.OL,,手作り雑貨のフリーマーケットなんだ。,It's a flea market for handmade goods.
SAY.Flowchart_1.67.OL,,中央エリアの真ん中に、セントラルタワーがあるでしょ？,"There's a central tower in the middle of the central area, right?"
SAY.Flowchart_1.66.OL,,その前の大きな広場でやるんだって。,It's going to be held in the big square in front of that building.
SAY.Flowchart_1.65.OL,,大きなイベントで、人も結構集まるみたい。,It's a big event and many people seem to get together.
SAY.Flowchart_1.64.運転手,,そんなイベントがあるとは…。楽しそうですね,It sounds fun to have such an event on ...
SAY.Flowchart_1.72.OL,,せっかくのイベントだからね。,"Since the event will be held, might as well ..."
SAY.Flowchart_1.71.OL,,楽しまないと損ってやつ？,Is it a loss if we don't enjoy it?
SAY.Flowchart_1.70.運転手,,なるほど、確かにそうですね,I see. That's true.
SAY.Flowchart_1.74.運転手,,これ、前のお客さんからのプレゼントです。,This is a present from the previous customer.
SAY.Flowchart_1.73.OL,,前の…？あはは、このタクシーやっぱり面白いね！,"Previous ...? Ha ha ha, this taxi is really interesting!"
SAY.Flowchart_1.77.うさぎのしおり,,これは…うさぎのしおり…？,Is this the ... rabbit bookmark ...?
SAY.Flowchart_1.76.OL,,かわいいものくれるじゃない！ありがとね！,You'll give me something cute! Thanks!
SAY.Flowchart_1.80.OL,,あはは、なんかテンションあがっちゃった。,"Ahahaha, I'm so excited."
SAY.Flowchart_1.79.OL,,うーんそしたら、東エリアの中の方まで行ってもらえる？,"Well then, can you take me to the middle of the east area?"
SAY.Flowchart_1.78.OL,,イベント前に、ちょっとつまめるお菓子でも買おうかなって。,I think I'll buy some sweets before the event.
SAY.Flowchart_1.81.運転手,,かしこまりました。,Certainly.
SAY.Flowchart_1.85.OL,,ま、とりあえず会社に寄ってすぐ向かおうかな。,"Well, I think I'll stop by the office and go right away."
SAY.Flowchart_1.86.OL,,東エリア、もうすぐ着きそうだね。,"East area, will arrive soon."
CHARACTER.運転手,,運転手,Driver
CHARACTER.うさぎのしおり,,うさぎのしおり,Rabbit Bookmark
CHARACTER.OL,,OL,Business Person
